150.9841,-33.5706,151.6305,-33.0436
150.3567,-33.7730,151.1556,-32.9961
150.7596,-33.8340,150.9669,-33.6429
151.1366,-33.9848,151.2367,-33.8509
151.2112,-34.0018,151.2878,-33.8325
150.9660,-34.0060,151.1680,-33.8820
151.0567,-33.9163,151.1966,-33.8228
151.1608,-33.8239,151.3430,-33.5719
151.0579,-33.8536,151.2689,-33.5073
150.4183,-34.3312,150.9967,-33.9408
149.9719,-34.3083,150.8412,-33.4857
150.9124,-33.8990,151.0841,-33.7571
151.0375,-33.8449,151.1803,-33.7192
